RainTomorrow,MinTemp,MaxTemp,Rainfall,Evaporation,Sunshine,WindGustDir,WindGustSpeed,WindDir9am,WindDir3pm,WindSpeed9am,WindSpeed3pm,Humidity9am,Humidity3pm,Pressure9am,Pressure3pm,Cloud9am,Cloud3pm,Temp9am,Temp3pm,RainToday
Yes,10.4,16.5,0,2.2,1,E,33,SE,SE,9,15,76,75,1028.5,1025.3,7,7,13,16.2,No
No,5.3,21.3,0,4,10.8,NNE,44,ENE,NNE,20,22,63,38,1026.7,1020.2,0,3,13.7,20.4,No
No,21.3,29.6,0.6,4.8,4.3,SSW,50,WSW,ENE,22,26,80,58,1009.7,1005.7,7,7,22.5,27.4,No
No,3.6,20.2,0,3.4,11.1,W,37,W,W,9,20,67,26,1016.6,1013.6,1,2,13.7,19.7,No
No,18.8,30.5,0,8.8,11.7,NE,48,NNE,NNE,31,19,50,32,1018.4,1014.4,4,5,21.9,29.1,No
No,2.7,23.2,0,6.6,10.2,WSW,24,NE,WSW,9,9,50,19,1021.8,1018.2,0,0,13.5,22.5,No
No,16.5,25.6,0,5.4,12.8,NE,43,NNW,ENE,11,28,55,42,1022.5,1019.7,1,1,22.1,24.7,No
Yes,9.7,13.2,0,2.2,7.1,WNW,67,WNW,WNW,26,31,57,54,1012.7,1011.1,6,5,11.8,12,No
Yes,16.4,22.2,0,6.8,2,NNW,63,N,NE,41,9,48,93,1004.6,1008.6,7,8,21.8,13.7,No
Yes,16.4,23.5,0,6.4,10.1,N,41,NNW,WNW,20,17,54,36,1004.6,1004.6,1,4,19.5,23,No
Yes,19.2,23.2,0,7.2,7.1,SSE,35,S,SE,22,20,77,77,1011.4,1010.4,7,7,21.2,22,No
No,10.8,22.3,0,10,6.3,WNW,81,WNW,W,41,46,29,11,1004.4,1004.6,7,2,19.2,20.7,No
No,20,24.6,0,10.2,11.7,SSE,78,SSE,SSE,39,28,65,47,1009.5,1012.9,2,1,21.4,23.5,No
No,19,26,0,6.6,12.1,E,41,E,E,28,26,64,63,1018.6,1017,1,3,22.9,24.1,No
No,20.4,29,0,10.6,12.4,NE,57,NNE,ENE,28,33,57,48,1022.5,1017.9,6,1,24.4,27.1,No
No,18.9,28.3,1,4.2,5.3,ENE,39,SW,ENE,9,28,80,49,1015.8,1013.2,7,7,23.1,26.3,No
Yes,3.6,13.7,0.6,1.6,4.8,W,63,NNW,W,19,26,68,58,1004.6,1007.1,6,6,13.4,12.5,No
No,20.2,25.8,1,4.6,9.2,E,59,E,E,31,39,78,65,1017.9,1016.7,6,3,22.8,24.4,No
Yes,20.9,26.1,2.2,3.4,3.3,SE,43,S,SSE,19,17,80,81,1016.8,1014.3,6,7,23.6,24.3,Yes
No,7.3,16.3,0,5,10.6,SW,57,SW,SW,30,41,62,28,1015.8,1013.1,2,1,10.8,15.9,No
No,12.7,20.1,0,6.4,9.1,SSE,37,W,S,15,7,56,38,1025.1,1022.1,6,1,14.5,19.7,No
Yes,10.8,14.8,2,3.8,8.3,WSW,54,SW,SW,24,20,75,71,1021.9,1025.4,6,8,11.4,11.7,Yes
No,13.9,24.7,16.2,3,7.6,W,35,NNW,W,2,13,86,51,1002.9,1002.7,7,6,16.1,22.9,Yes
No,14.7,19.5,0,5,10.1,WSW,39,W,WNW,22,22,72,71,1015.9,1013.2,6,4,17.4,18.8,No
No,13.6,32,0,37,12.9,E,41,WNW,E,11,24,64,42,1015.8,1012.3,5,1,23.1,30.3,No
Yes,23.2,30.1,3.4,5.2,5.2,SSE,46,SSE,SSE,24,22,80,65,1013.9,1010.6,6,7,25.5,28.8,Yes
Yes,12.7,24.7,0,5.4,8.5,WSW,43,NW,WSW,17,31,90,65,1011.9,1010.4,8,5,16.4,21.6,No
Yes,1.6,12.8,0,2.8,0.3,NW,44,N,NNW,13,20,54,43,1021.1,1016,8,8,10.6,12.2,No
No,17.5,22.7,0,5.8,13,SSE,35,SE,SE,22,24,66,60,1019.6,1018.1,1,0,21,21.5,No
Yes,14.6,23,0,7.4,0.1,E,50,E,ESE,30,15,87,72,1010.2,1008,8,8,16.4,20.8,No
No,4.4,15.4,0,2,0.9,W,20,ENE,W,4,13,97,67,1021.6,1019.2,8,7,8.2,15,No
Yes,21.8,28.3,9.8,5.2,2,SSE,43,S,SSE,20,30,89,69,1017.4,1014.5,7,5,23.2,26.8,Yes
Yes,18.8,23.7,0.2,5,7.3,ESE,52,ESE,ESE,31,28,74,73,1016.6,1013.9,5,7,21.4,22.2,No
No,14.5,26,0,4,10.3,NE,31,NNW,NNE,7,24,60,61,1021.1,1018.6,0,0,22.5,24.8,No
No,22.5,39.8,0,10.6,11.4,SSW,33,NNW,SSE,13,9,16,8,1010.7,1007.9,1,1,32.1,38,No
No,11,17.3,0.6,6,5.9,SSW,48,SW,S,19,30,76,63,1024.7,1023.3,7,3,14.4,16.4,No
Yes,24.4,34.5,0,8,8.1,WNW,41,WNW,ENE,4,13,65,67,1008.1,1004.6,4,6,30.7,30.3,No
Yes,9.4,10.1,3.6,3.6,4.8,W,72,NW,WNW,19,17,73,39,998,1002.3,7,4,9.6,9,Yes
Yes,7.5,22,0,4.8,9.3,NW,56,NNW,NW,26,33,67,39,1010.4,1007.4,7,6,14.9,20.1,No
No,11.1,18.9,0.4,0.8,1.6,SSE,35,WSW,SSW,17,22,82,66,1018.9,1018.4,7,6,14.1,17.2,No
Yes,2.5,12.2,6,1,1.5,N,59,NNW,N,20,17,91,69,1019.4,1015.7,1,8,8.1,10.9,Yes
No,14.6,20.8,3.8,3.6,3.4,SSW,39,NE,S,13,9,94,78,1017.2,1015.5,7,6,15.6,18.1,Yes
No,18.2,24.4,11.6,2.4,7.9,SSW,48,SSW,S,17,33,82,69,1012.9,1014.1,7,3,20.5,22.6,Yes
No,20,26,0,7.2,4,S,35,SSW,S,11,24,79,77,1017.8,1014.9,8,2,21.4,23.3,No
Yes,5.9,21.3,2.6,4,5.9,W,50,NE,NW,30,24,88,44,1006.6,1000.3,8,3,8.6,20.9,Yes
Yes,9.1,12.3,2,0.8,3,W,46,WNW,WNW,20,28,99,81,1028.2,1024.9,8,7,9.8,11.8,Yes
Yes,14.2,22.7,3.8,2.4,7,W,22,W,E,9,15,73,62,1024.5,1021.6,3,3,19,22.2,Yes
Yes,6.9,18.4,0,2.4,0.9,ENE,37,E,NE,20,20,76,63,1028.2,1024.7,7,8,12.2,17.2,No
Yes,25.5,42.4,0,13.4,8.8,ENE,54,NNW,WNW,30,19,26,17,1007.5,1003.4,3,6,34.9,39.1,No
Yes,17.6,24.1,0,5.8,2.6,SE,31,E,SSE,7,11,68,63,1019.8,1018,8,6,18.7,22.3,No
Yes,17.4,24.6,0,6.2,1.2,WSW,61,W,SSE,6,17,60,65,1011.9,1009.8,7,7,20,20.2,No
No,15,19.9,1.6,2.6,6.4,W,52,NW,WNW,26,28,74,70,1020.7,1019,7,1,18.2,19.4,Yes
Yes,15.8,27.1,0,7.4,8.4,NW,56,N,NE,24,35,58,55,1018.8,1012.4,5,7,20.7,23.9,No
Yes,21.6,26.6,60.2,0.6,0,W,33,N,SW,2,7,94,92,1002.3,1000.1,8,8,24.2,21.4,Yes
Yes,14.8,25.6,0,6.4,11.1,NNW,33,NNE,NE,11,13,55,59,1020.3,1014.4,1,1,22.6,23.9,No
Yes,6.7,13.3,11.8,1.6,2,SW,37,W,SSW,20,28,79,68,1022.9,1022.6,7,6,7.1,11.7,Yes
Yes,20.5,25.6,0.6,5.8,9.2,E,54,ESE,ESE,24,30,75,70,1018.2,1017.6,5,5,22.4,23.7,No
No,13.3,21.7,4.8,9.2,11.6,W,72,W,W,41,41,42,32,997.6,1000.7,1,2,16.7,21.3,Yes
Yes,17.1,25.7,0,6.8,3.5,ESE,52,SSE,ESE,19,39,70,77,1020.1,1017.9,7,7,22.1,22.5,No
No,14.4,27,0,4.4,10.2,ESE,22,ENE,WSW,9,7,75,37,1025.3,1022,7,2,17.3,26.8,No
No,15.2,20.2,0,1.8,4,ESE,33,SE,ESE,15,17,73,63,1026.2,1023.8,7,7,18,18.9,No
Yes,11.3,13,10,1.8,0,ENE,43,ENE,ENE,24,20,95,95,1026.5,1023.8,8,8,11.4,11.9,Yes
Yes,16.1,26.5,0.4,4.2,7.2,NE,39,NNE,ENE,26,28,66,61,1014.8,1010.4,8,7,21.5,24.1,No
Yes,15.7,20.1,0.4,6,1.4,S,41,S,SE,26,28,81,69,1021.1,1019.3,6,6,17.6,18.4,No
Yes,15.4,18.4,7,2.2,0,SSE,24,SW,SSE,2,6,95,86,1031.4,1028.5,8,7,16.3,17.8,Yes
Yes,8.2,14.2,0,4.8,0.6,N,43,N,N,15,24,49,55,1008.8,1002.6,8,8,12,13.1,No
No,13.7,23.4,0,4,8.4,SSW,50,SSW,SSE,30,30,60,63,1012.6,1011.4,2,7,20.6,20.6,No
Yes,20.7,27.8,1.2,6.6,4.7,ENE,30,SSE,NE,6,11,83,61,1021.3,1017.8,7,4,22,26.9,Yes
No,10.6,18.5,0,3.4,4.4,W,35,NNW,SSE,13,9,62,66,1022.7,1020,7,1,13.5,17,No
Yes,25.8,29.2,0.4,4.8,0.3,NNW,24,W,NNW,9,7,79,92,1008.6,1006.5,7,8,28.9,25.8,No
Yes,8.2,15.3,0,1.4,7.6,NW,52,N,NNW,20,20,67,50,996.3,998.2,3,3,10.8,13.3,No
No,10.3,25.3,0.2,4.2,10.1,SE,39,SE,ESE,19,24,62,41,1015.4,1012.8,1,2,19.1,24.2,No
No,22.2,28.5,0,6,10,ESE,35,ESE,ESE,15,24,62,49,1019.3,1019,7,5,25.1,26.5,No
No,21.6,28.3,2.4,6.8,9,SE,26,SW,E,11,15,83,62,1014.9,1012.7,7,6,24.8,26.6,Yes
Yes,16.6,22.4,1.4,2.8,2,W,43,SSW,ENE,17,9,100,100,1010.6,1008.1,8,8,17.7,19.3,Yes
Yes,16,30.5,0,9.2,2.9,S,52,N,S,6,33,72,80,1010.5,1012,7,8,20.1,19.2,No
No,18.3,24.7,0,7.2,12.3,E,30,SSE,SE,17,17,71,62,1009.7,1008.3,3,5,22.3,23.1,No
Yes,7.3,17.1,0.4,4.4,2.5,WSW,57,WNW,WNW,33,22,73,93,1004,1003.7,7,8,13.2,13.4,No
Yes,15.5,20.9,3.4,3.2,4.2,WNW,76,W,WSW,26,24,58,62,1008.3,1008.3,4,4,19.4,18.6,Yes
Yes,13.1,22.8,0.6,2.4,0,E,37,WSW,WSW,19,13,80,89,1014,1012.4,8,8,16.6,17.9,No
Yes,8.4,17,0.6,7.8,11.7,SW,67,NW,WNW,20,22,68,40,1001.3,1003.9,7,6,10.4,14.3,No
Yes,25,35,0,7.2,8.2,ENE,50,SE,NW,9,19,70,50,1012.7,1009.9,7,3,28.2,33.5,No
Yes,9.1,14.3,0,2.4,3.2,N,54,N,NW,22,20,68,43,1021.8,1016.7,7,7,10.2,13.8,No
Yes,3.6,10.9,14.6,0.4,3.9,W,65,NNW,W,20,24,90,78,1001.9,998.3,8,7,7.4,9.8,Yes
No,14.1,18.1,0,5.2,0.5,SSE,20,ESE,SE,6,11,53,52,1024.6,1022.6,7,7,17,17.7,No
Yes,12.6,23,0,4,8.8,SSE,37,W,S,17,20,73,51,1030.1,1028.5,3,2,16.7,22.7,No
No,7.6,20.4,0,1.8,6.4,SSW,28,E,E,15,11,85,67,1019.6,1018.2,1,7,12.9,20,No
Yes,20.1,25.2,2,4.2,3.1,E,33,ESE,E,17,24,81,79,1015.6,1014.9,6,7,22.8,23.7,Yes
Yes,8,11.8,24,0.6,0,S,52,S,S,30,28,86,86,1017.4,1018.9,8,8,11.5,11.5,Yes
No,4.2,18.2,0,2,9.3,NE,28,N,NW,7,9,51,55,1015.7,1014.4,1,4,14.6,17.1,No
No,3.8,15.3,0,2.8,8.8,WNW,59,WNW,NW,33,31,41,34,1016,1012.2,1,5,9.6,14.5,No
Yes,19.1,27.2,0,6.4,3.2,ENE,44,NE,E,19,30,69,63,1016.2,1013.5,7,7,23.2,25.1,No
No,12.2,21.1,0,3.8,10.1,NE,41,W,NE,13,20,75,52,1033.6,1028.7,1,1,15.7,20.7,No
No,10.3,27.7,0,6.6,10.5,NW,48,NE,NNW,17,9,39,13,1019.2,1014.1,1,1,17.3,25.7,No
Yes,15.4,19.7,1,4,7.8,N,44,NE,NNE,24,20,71,77,1027.4,1023.7,2,7,18.2,17.5,No
No,18.6,24.5,0,15.2,7.9,SSW,54,SSW,SW,22,24,46,21,1016,1015.6,8,1,18.6,22.9,No
No,12,24.1,0,4.4,10.2,NE,35,NW,NE,15,26,64,54,1020.4,1015.6,1,1,18.1,23,No
Yes,19.2,29.2,1,9.6,5.8,WSW,44,ENE,SW,13,17,60,66,1004.2,1001.1,7,7,24.8,24.1,No
Yes,17.6,19.2,13.4,5.2,0.3,SE,35,SSW,SE,11,22,93,93,1005.7,1007,7,8,18.8,16.7,Yes
No,21.1,26.2,0.6,5,9.8,NE,39,E,E,24,28,74,71,1014.9,1011.8,7,2,24.3,24.5,No
No,19.4,38.9,0,10.8,12.9,SSW,35,NNE,W,15,13,41,17,1011.9,1008,1,1,27.6,37.2,No
Yes,10.4,17.9,0,2.4,8.2,E,26,NNW,ENE,13,17,77,57,1022.1,1018.7,4,3,13.7,17.5,No
Yes,21.8,30.7,0,7.2,4.9,SSW,41,WNW,SE,9,20,84,54,1016.3,1014.3,7,6,22.9,29.9,No
No,7.2,21.8,0,1.2,9,E,28,E,SSE,17,9,80,43,1026,1022.2,3,2,13.5,21.3,No
Yes,22.2,29.6,28.2,11.2,2.4,S,37,S,E,17,20,89,66,1013.4,1009.7,8,6,24.2,28.6,Yes
Yes,14.8,23.4,3.6,2.8,4.9,NNE,37,NNE,NNE,17,19,93,58,1020.3,1015,7,7,15.9,22.9,Yes
Yes,15.1,25,0,8,7.3,W,37,W,SSW,17,13,84,47,1008.8,1007.2,8,5,15.8,23.4,No
Yes,22.9,30.4,0,7.4,6,SE,43,SSE,SSE,13,17,75,82,1016.2,1013.6,6,7,26.1,26.7,No
No,17.6,22.1,0,5.4,3.5,SE,39,SE,SE,15,28,75,71,1023.1,1022.2,7,7,19.7,20.6,No
Yes,24.1,29.3,22,9.4,0.4,SE,31,SSE,W,13,7,91,79,1011.5,1006.9,8,8,24.1,28.5,Yes
Yes,15,29.5,2.6,1.8,6,ENE,52,ENE,E,28,30,57,39,1019.8,1017.5,6,7,22.4,26.9,Yes
Yes,1.1,15.4,0,3.4,3.5,NW,31,NW,N,11,6,90,59,1020.5,1017.3,6,6,6.3,13.7,No
No,14.9,19.9,0,12,11.3,SW,63,WSW,S,37,33,25,37,1017.8,1018.5,1,1,17,17.2,No
Yes,18.3,35.4,0,9.2,5.9,W,52,N,NW,20,33,29,56,1017.4,1014.5,5,7,30.2,26.7,No
Yes,17.6,22.1,7,1.8,0,S,44,SSW,S,30,26,92,84,1018,1016.1,8,8,20.1,22,Yes
Yes,24.3,32.2,0,4.8,8.2,NW,30,SE,NNW,13,19,74,72,1012.3,1008.6,1,3,28.6,30.1,No
Yes,7,7.5,2.4,5.4,0,ESE,35,E,E,13,15,90,97,1024.8,1022.8,8,8,7.1,7,Yes
Yes,20.3,26.2,3.6,2.4,0.2,NNE,31,NNE,NNE,11,15,82,77,1016.4,1014.6,8,8,21.2,24.4,Yes
Yes,23.7,26.9,2.4,5.4,2.2,ESE,43,SE,ENE,17,31,82,78,1015.9,1012.8,7,7,26,24.7,Yes
Yes,20.3,26.6,0,5.6,7.4,SSE,50,SSE,SSE,24,28,61,52,1019.4,1016.7,1,7,23.3,23.8,No
No,21.4,29.6,0,10.6,10.2,SSW,56,SSW,E,13,20,74,58,1008.3,1006.8,7,4,23.5,28.5,No
No,17.9,26.2,5.4,3.4,10.2,S,31,WNW,SE,13,19,68,52,1019.3,1016.8,1,2,20.7,24.5,Yes
No,10.8,20.2,0.2,3,9.9,W,35,W,S,22,20,59,58,1017.9,1016.6,1,1,15.7,18.3,No
Yes,14.6,20.3,0.6,2.6,6.2,NNE,54,NNE,NNE,20,28,66,64,1019.6,1015.3,2,3,18.1,19.8,No
Yes,17.2,29.4,4.8,4,1.6,WSW,46,NE,N,7,13,100,90,1010.3,1007.5,7,7,21.2,26.2,Yes
Yes,7.9,14.3,4.8,1,5.3,WSW,46,WSW,WSW,22,28,74,85,1023,1022,6,7,11.1,11.7,Yes
Yes,14.7,23.6,11.4,3.8,5.4,W,63,WSW,S,15,13,100,70,1015.8,1014.4,8,4,16.3,22.5,Yes
No,14.5,19.5,1,3,8.7,E,41,ESE,E,22,26,66,65,1021,1018.6,4,5,17.7,17.4,No
No,16.2,35.6,0,8,12.9,N,44,N,NNW,30,19,32,12,1014.7,1010.2,2,2,25.1,34.8,No
Yes,9.4,16.7,0,1.2,1.1,NNE,37,NE,ENE,20,15,60,58,1021.8,1018.6,7,8,14.1,16.6,No
Yes,21.1,23.5,5.2,6.4,0,SE,19,SW,SSE,2,9,87,94,1018.5,1018.3,8,8,22.9,21.6,Yes
No,7.1,17,1.4,0.8,4.7,N,22,NNE,N,7,11,81,69,1012.5,1010.4,6,2,10.7,16.2,Yes
No,14.4,25,0,5.6,12.7,ENE,43,WSW,ENE,9,30,65,43,1022,1019.8,1,1,19.3,23.5,No
No,19.2,30.5,0,10.4,7.1,NNW,57,N,W,37,33,56,17,1010.7,1008.9,7,5,23.6,28.2,No
Yes,7.1,13.4,3.2,0.8,4.7,SW,39,SW,SW,17,24,82,77,1027.4,1026.7,4,6,11.6,11.5,Yes
Yes,13.8,30.7,0.2,2.8,7.2,NW,94,N,WNW,22,33,45,82,1009.7,1007.3,5,8,23.8,18.4,No
Yes,13.7,29,0.4,6.8,6.6,N,43,E,NNE,9,24,52,9,1014.2,1009.3,8,3,14.7,28,No
No,16,19.5,1,3,7.8,SSW,37,ESE,SE,11,11,82,69,1017.1,1016.9,5,3,16.3,18.7,No
Yes,17.7,25.5,7.4,4.8,6.8,SE,56,SE,ESE,30,30,63,56,1021.6,1020.4,7,6,23.1,24.8,Yes
No,7,18.2,0,13,10.8,SE,37,WNW,S,26,24,52,39,1020.3,1017.1,1,1,12.9,16.9,No
No,8.9,19.8,0,1.8,7.7,NW,26,NW,N,13,9,80,56,1032.6,1028.9,7,4,12.5,19.4,No
Yes,7.9,10.7,7,1.6,4.2,SW,63,S,SSW,22,24,84,79,998.6,999.2,8,7,8.7,7.9,Yes
Yes,3.7,13.9,0.2,1.6,0.3,WNW,26,E,NE,4,4,78,81,1017.1,1015.6,7,8,9.8,12.1,No
No,15.5,20.5,1.6,5.2,5.6,ENE,48,E,E,24,30,90,68,1026.7,1025,8,3,16.3,18.7,Yes
No,18.3,22.4,0,5.6,7.5,SE,52,SE,SE,28,30,61,50,1018.6,1016.7,7,4,19.4,21.4,No
Yes,19.6,30.5,1.8,5.6,10,E,26,W,E,6,11,69,54,1021.4,1018.3,6,4,25.4,29,Yes
No,19.5,31.4,0,6.8,10.5,ESE,46,ENE,ENE,26,19,54,34,1016.9,1014.4,1,1,21.8,30.2,No
Yes,21.5,33.3,1.4,10.8,6.9,SW,74,N,NNW,22,37,85,46,992.7,991.1,7,3,23.2,30.7,Yes
No,20.7,36.8,0,11.8,11.1,NNE,48,NNE,NE,31,24,42,19,1013.1,1007.1,4,1,24.6,35.2,No
Yes,6.6,12.9,0.2,1,4.7,W,31,WNW,SSW,19,20,86,93,1027.2,1027.4,6,8,9.5,9.9,No
Yes,15.9,19.2,4.2,3.6,0.8,W,37,SSW,WNW,26,11,92,48,1016.9,1016.9,7,7,15.9,18.3,Yes
No,13.2,19.9,1.6,0,9.1,SW,37,SW,S,22,19,65,69,1017.9,1016.2,3,1,17.1,18.8,Yes
No,10.9,30.4,0,8.6,11.7,W,43,ENE,WSW,9,30,44,11,1015.4,1013,2,1,18.9,29.7,No
No,9.9,25.3,0,1.2,8.9,NW,37,WNW,WNW,13,24,79,39,1024.4,1019.4,1,0,14.4,24.5,No
No,2,15.8,0,0.6,10.1,NE,13,NE,WNW,7,7,88,51,1031.6,1029.2,1,4,8.8,15.6,No
No,20.6,27.6,2.6,5.4,5.4,NNW,35,S,SE,11,9,82,62,1007.8,1008.6,7,7,23.6,26.7,Yes
Yes,10.1,17.8,0,1.4,4.1,N,65,N,N,33,30,84,61,1017.7,1012.1,7,7,12.6,16.2,No
No,3.3,15.9,0,0.8,7.2,NW,33,ENE,NW,9,24,74,47,1017,1012.2,4,7,9.4,15.2,No
Yes,18.8,25.6,0,5,7.6,NNE,33,NNE,NNE,7,11,66,64,1016,1010.2,6,3,23.2,24.4,No
Yes,5.3,20,0,2.6,8.4,WSW,19,NE,WSW,7,4,74,41,1020.8,1017.3,5,4,12.1,19.5,No
Yes,17.1,25.5,0,6.6,3,SSW,37,NW,SSW,15,24,74,81,1016.1,1016.2,7,7,21.3,22.3,No
No,7.4,19,0,1.2,9,W,33,WNW,ENE,17,9,82,53,1022,1017.8,3,2,8.9,17.5,No
No,0.7,15.7,0,1,4.4,ENE,22,E,E,13,9,77,58,1026.1,1022.2,5,7,8.7,15.1,No
Yes,5.5,23.3,0.2,3.4,8.9,WNW,50,W,W,13,22,63,32,1012.5,1010,7,7,13.9,21.5,No
No,24.1,42.3,0,16,9.6,WNW,69,N,NW,26,39,24,8,1008.6,1003.2,4,5,32.3,41.1,No
Yes,13.7,17.4,0.2,3.6,9.5,SSE,37,SE,SSE,15,13,58,47,1026,1023.5,2,1,16,16.7,No
No,20.4,29.8,0,7.2,10.5,SSW,33,SSW,ESE,20,20,70,52,1017.5,1015.3,7,2,22.7,29.3,No
Yes,6.3,12.1,16.2,1.8,5.5,WSW,59,WSW,WNW,22,30,83,80,1020,1020.1,5,7,6.8,10.8,Yes
No,8.2,25.9,0,8.8,7.2,ENE,35,E,SSW,22,9,40,23,1025.1,1020.3,0,6,16.4,22.8,No
No,20.3,29.4,0,5.6,6,NE,44,NNE,NE,9,28,73,56,1010.8,1008.4,7,7,23.9,27,No
Yes,10.4,14.6,4,1.2,3,W,67,WNW,WNW,28,37,87,84,1018.3,1015.6,8,8,12.5,13.4,Yes
Yes,9.6,27.2,0.4,0.8,7.5,N,31,W,SSE,7,13,81,45,1023.9,1019.2,1,6,14.9,25.1,No
No,16.3,29.5,0,7.6,11.6,E,31,E,SSE,20,17,61,35,1018.2,1014.4,2,4,21.5,27.9,No
No,14.3,21.9,0,5.8,11.2,SSE,44,WNW,SSE,9,22,58,49,1014,1015.8,1,5,17.7,19.8,No
Yes,15,19.6,0.4,6.4,9,SW,56,WSW,WSW,30,28,58,55,1012.9,1011.1,2,3,17.9,19.2,No
Yes,11.3,15.7,0,0.6,0,NNW,43,N,N,17,15,74,69,1021.5,1018.2,7,7,13.1,15,No
No,-1.8,18.5,0,2.2,10,ENE,26,E,SSW,15,13,55,19,1030,1026.2,1,1,8.6,17.9,No
No,11.9,23.2,0,4,9.9,W,37,WNW,WNW,9,17,54,29,1017.9,1013.4,0,1,14.5,23,No
No,19.9,26.1,1.6,4.2,7.6,SE,41,SE,SE,17,28,79,67,1013.1,1012.4,7,7,22.7,24,Yes
Yes,24.4,32.8,4,1,6.3,WSW,44,WSW,W,9,28,79,65,1009.5,1005.4,7,8,29.4,32.2,Yes
Yes,21.8,30.1,0.8,4.6,7.8,S,41,S,E,13,17,65,55,1013.4,1010.1,6,2,26.3,29.5,No
No,1.4,17.2,0,2.2,9.9,ENE,24,E,NNE,13,9,71,46,1030.3,1027.1,1,1,9.8,16.2,No
No,20.2,22.9,0,10.2,11.7,S,89,S,S,59,37,71,59,1009.4,1013.1,2,1,20.5,21,No
No,6.3,20,0,1.2,9.1,NNE,35,NW,NNE,9,22,58,52,1024.9,1020.5,1,1,15.8,17.7,No
No,11.5,28.4,0,8,12,NNE,37,ENE,NNE,20,11,50,26,1020.4,1017.4,3,6,19.3,26.7,No
No,6.1,21.5,1,0.6,9.8,S,43,E,S,9,28,67,26,1018,1015.6,0,2,14.2,21,No
Yes,16.1,23.2,0,12.4,6.3,S,48,SW,SSE,17,31,66,43,1013.2,1012.2,7,2,17.6,22.1,No
No,21.7,45.8,0,9,8.4,S,78,E,E,13,15,62,14,1002.9,997.9,0,3,28.9,44.7,No
No,20.1,31.6,0,7.4,9.7,NNW,74,NW,WNW,33,31,24,14,1005.5,1000.4,2,4,25.9,30.6,No
No,11,30.7,0,9.8,13.7,NE,39,ENE,NNE,26,9,43,18,1017.8,1014.3,0,1,18.9,28,No
Yes,20.8,23,34.2,4.2,0,SSW,28,SW,SE,13,11,95,96,1020.3,1019.8,8,8,22.2,21.1,Yes
Yes,23.5,31.6,0.4,11.6,0.5,ESE,61,E,E,20,30,75,62,1007.9,1004.4,8,7,26.2,30.5,No
No,23,30.5,0,8.6,8.9,SSW,52,N,NE,15,30,68,57,1008.9,1001.3,8,1,24.6,29,No
Yes,23.9,28.9,12,5,0.7,SE,67,SSE,SSE,28,31,86,89,1006.7,1003.8,8,8,25.3,25.8,Yes
No,11.9,25,0,1.6,9.1,NNE,31,NW,N,15,17,73,35,1028.1,1023.7,1,5,16.2,24.3,No
Yes,7.6,15.1,2.2,1.2,6.1,W,37,NNW,W,9,20,95,78,1028.9,1028.4,7,7,11.3,13.6,Yes
Yes,20.8,30.5,0,6.2,8.3,NE,43,WSW,NNE,4,30,60,68,1005.9,1002.8,1,5,27.5,26.2,No
Yes,12.7,15.8,11.6,2,0,SW,31,SW,W,11,13,94,75,1021.7,1021.2,8,8,12.8,14.9,Yes
Yes,12.7,20.6,30.6,2.4,5.8,SE,48,W,SSE,28,24,89,47,1019.1,1017.9,7,7,13,20.1,Yes
No,20.4,26.4,3.2,3,6.6,S,26,SW,SSE,13,15,86,82,1006.3,1003.4,6,7,22.7,25.9,Yes
Yes,11.1,16.6,3.4,1.2,0.6,NW,26,NW,SW,13,7,92,94,1013.4,1012.5,8,7,12.8,14,Yes
Yes,15.3,22.3,0,5.8,11.4,SSE,44,WSW,SE,9,30,69,50,1011.6,1009.8,4,2,18.7,21.3,No
Yes,23.4,34.3,3.6,5.4,5.2,WSW,48,W,WSW,24,30,79,59,1005.4,1002.8,7,6,29.6,32,Yes
Yes,23.8,32.5,0,8.8,0.7,SSW,76,NE,N,28,11,54,36,1014.8,1011.7,8,8,25.1,31.3,No
No,21.5,29.2,0,6.4,12,ENE,41,WNW,NE,9,30,67,55,1017,1014.8,2,1,25.2,27.9,No
Yes,19.6,25.4,2.2,5,0.6,ESE,30,E,E,20,17,77,64,1010.4,1008,7,7,21.4,24.7,Yes
No,7.5,22.8,0,3.4,10.8,WNW,28,W,E,17,15,52,37,1022.2,1019.8,0,1,13.3,19.6,No
Yes,24.2,27.4,0,8.8,2,NE,43,NE,NNE,22,24,73,83,1013.8,1012.4,7,8,26.2,25.6,No
No,7,27.3,0,8.4,11.1,WNW,43,NW,NW,17,26,42,15,1015,1008.2,0,0,18.7,26.9,No
No,18.3,23.2,0,6.2,2.7,NNE,37,E,NNE,20,20,55,52,1019.8,1016.7,7,8,20.1,22.1,No
No,13.1,21.8,0,10,13.6,W,54,WSW,SE,33,24,33,34,1011.7,1013.5,1,1,17.1,21,No
Yes,21.6,23.8,9.8,2,0.2,ENE,56,NE,E,19,19,91,90,1012.3,1010.8,7,8,23,22.8,Yes
No,17.5,21.8,0,5.6,9.4,N,52,N,NNW,24,22,81,79,1015.3,1014.2,6,1,19.2,20.8,No
Yes,17.3,27.1,0,5.8,8.7,E,56,ENE,E,11,33,73,58,1010.5,1007,5,7,21.4,25.7,No
Yes,19.8,26.7,5,4.2,5.9,SE,41,SSE,ESE,9,13,72,60,1018.6,1016.2,7,7,24.8,25.6,Yes
Yes,13.6,26.1,0,5.6,6.2,W,50,N,NW,17,15,33,26,1022.7,1018.2,7,7,21.6,24.5,No
